"ID_cliente","ID_producto","ID_vendedor","Cod_pedido","Fecha_pedido","Fecha_despacho","Unidades"
"C00029","I003569","V00436","P0041841","9/14/2019","9/29/2019","113"
"C00011","I003559","V00436","P0041842","9/14/2019","10/8/2019","65"
"C00020","I003524","V00438","P0041843","9/14/2019","9/25/2019","64"
"C00027","I003592","V00441","P0041844","9/14/2019","10/5/2019","104"
"C00019","I003558","V00441","P0041845","9/14/2019","9/26/2019","183"
"C00028","I003556","V00442","P0041846","9/14/2019","10/1/2019","162"
"C00015","I003621","V00440","P0041847","9/14/2019","10/7/2019","61"
"C00020","I003502","V00434","P0041848","9/14/2019","10/6/2019","125"
"C00014","I003547","V00436","P0041849","9/15/2019","9/30/2019","55"
"C00011","I003558","V00432","P0041850","9/15/2019","10/6/2019","189"
"C00026","I003527","V00442","P0041851","9/15/2019","10/6/2019","66"
"C00013","I003587","V00437","P0041852","9/15/2019","9/25/2019","113"
"C00011","I003502","V00433","P0041853","9/15/2019","10/2/2019","78"
"C00024","I003554","V00436","P0041854","9/15/2019","9/29/2019","177"
"C00027","I003518","V00432","P0041855","9/15/2019","10/3/2019","67"
"C00027","I003516","V00439","P0041856","9/15/2019","10/10/2019","140"
"C00014","I003502","V00432","P0041857","9/15/2019","9/26/2019","56"
"C00014","I003499","V00437","P0041858","9/15/2019","9/25/2019","190"
"C00016","I003581","V00438","P0041859","9/15/2019","9/26/2019","104"
"C00011","I003478","V00442","P0041860","9/15/2019","9/28/2019","68"
"C00022","I003474","V00438","P0041861","9/15/2019","9/30/2019","124"
"C00014","I003591","V00442","P0041862","9/15/2019","9/29/2019","182"
"C00029","I003470","V00442","P0041863","9/15/2019","10/9/2019","138"
"C00016","I003611","V00439","P0041864","9/15/2019","10/6/2019","81"
"C00017","I003486","V00435","P0041865","9/15/2019","10/6/2019","77"
"C00019","I003562","V00433","P0041866","9/15/2019","10/10/2019","74"
"C00012","I003497","V00441","P0041867","9/15/2019","9/27/2019","172"
"C00029","I003609","V00433","P0041868","9/16/2019","10/1/2019","102"
"C00015","I003525","V00437","P0041869","9/16/2019","9/26/2019","200"
"C00016","I003468","V00436","P0041870","9/16/2019","9/29/2019","105"
"C00019","I003613","V00432","P0041871","9/16/2019","9/26/2019","178"
"C00015","I003559","V00432","P0041872","9/16/2019","9/28/2019","120"
"C00029","I003592","V00441","P0041873","9/16/2019","10/2/2019","178"
"C00017","I003500","V00441","P0041874","9/16/2019","10/2/2019","81"
"C00030","I003544","V00434","P0041875","9/16/2019","10/7/2019","151"
"C00016","I003606","V00438","P0041876","9/16/2019","10/2/2019","170"
"C00020","I003625","V00439","P0041877","9/16/2019","10/7/2019","176"
"C00029","I003472","V00441","P0041878","9/17/2019","10/2/2019","121"
"C00019","I003617","V00432","P0041879","9/17/2019","10/1/2019","96"
"C00023","I003512","V00439","P0041880","9/17/2019","10/12/2019","109"
"C00022","I003624","V00439","P0041881","9/17/2019","9/27/2019","116"
"C00026","I003502","V00442","P0041882","9/17/2019","10/11/2019","174"
"C00020","I003527","V00434","P0041883","9/17/2019","10/5/2019","57"
"C00020","I003608","V00433","P0041884","9/17/2019","10/6/2019","169"
"C00021","I003584","V00433","P0041885","9/17/2019","10/11/2019","108"
"C00012","I003614","V00437","P0041886","9/17/2019","10/10/2019","78"
"C00024","I003594","V00437","P0041887","9/17/2019","10/2/2019","196"
"C00026","I003617","V00442","P0041888","9/17/2019","10/12/2019","54"
"C00027","I003504","V00437","P0041889","9/18/2019","10/9/2019","88"
"C00020","I003524","V00441","P0041890","9/18/2019","10/12/2019","111"
"C00013","I003592","V00437","P0041891","9/18/2019","9/28/2019","175"
"C00029","I003512","V00437","P0041892","9/18/2019","10/6/2019","63"
"C00011","I003545","V00437","P0041893","9/18/2019","10/5/2019","117"
"C00012","I003573","V00437","P0041894","9/18/2019","9/29/2019","127"
"C00026","I003479","V00440","P0041895","9/18/2019","9/29/2019","139"
"C00016","I003504","V00440","P0041896","9/18/2019","10/1/2019","123"
"C00021","I003477","V00440","P0041897","9/18/2019","9/28/2019","84"
"C00019","I003541","V00439","P0041898","9/18/2019","10/6/2019","57"
"C00020","I003499","V00439","P0041899","9/18/2019","10/13/2019","188"
"C00020","I003588","V00434","P0041900","9/18/2019","9/28/2019","90"
"C00026","I003623","V00436","P0041901","9/18/2019","10/2/2019","145"
"C00028","I003584","V00435","P0041902","9/18/2019","10/11/2019","192"
"C00011","I003470","V00435","P0041903","9/18/2019","10/2/2019","131"
"C00022","I003614","V00442","P0041904","9/18/2019","10/10/2019","57"
"C00014","I003614","V00437","P0041905","9/19/2019","10/7/2019","62"
"C00027","I003476","V00435","P0041906","9/19/2019","10/4/2019","103"
"C00012","I003490","V00432","P0041907","9/19/2019","10/4/2019","56"
"C00014","I003572","V00439","P0041908","9/19/2019","9/29/2019","188"
"C00017","I003599","V00433","P0041909","9/19/2019","10/1/2019","156"
"C00014","I003563","V00432","P0041910","9/19/2019","10/6/2019","198"
"C00019","I003478","V00436","P0041911","9/19/2019","10/12/2019","110"
"C00030","I003503","V00439","P0041912","9/19/2019","10/3/2019","74"
"C00023","I003565","V00435","P0041913","9/19/2019","10/13/2019","107"
"C00011","I003594","V00434","P0041914","9/19/2019","10/7/2019","197"
"C00021","I003600","V00437","P0041915","9/19/2019","10/5/2019","123"
"C00028","I003597","V00441","P0041916","9/19/2019","10/12/2019","92"
"C00023","I003609","V00433","P0041917","9/19/2019","10/1/2019","149"
"C00031","I003476","V00442","P0041918","9/19/2019","10/2/2019","105"
"C00031","I003613","V00433","P0041919","9/19/2019","10/1/2019","182"
"C00026","I003513","V00438","P0041920","9/19/2019","10/3/2019","163"
"C00029","I003609","V00433","P0041921","9/19/2019","10/10/2019","71"
"C00021","I003591","V00438","P0041922","9/19/2019","10/2/2019","152"
"C00020","I003479","V00441","P0041923","9/20/2019","10/4/2019","103"
"C00018","I003496","V00436","P0041924","9/20/2019","10/14/2019","74"
"C00023","I003564","V00435","P0041925","9/20/2019","10/5/2019","96"
"C00019","I003509","V00432","P0041926","9/20/2019","10/1/2019","115"
"C00029","I003590","V00442","P0041927","9/20/2019","10/13/2019","78"
"C00031","I003463","V00441","P0041928","9/20/2019","10/1/2019","141"
"C00031","I003528","V00433","P0041929","9/20/2019","10/10/2019","60"
"C00024","I003534","V00435","P0041930","9/21/2019","10/1/2019","179"
"C00029","I003479","V00433","P0041931","9/21/2019","10/3/2019","85"
"C00017","I003585","V00439","P0041932","9/21/2019","10/5/2019","97"
"C00029","I003472","V00434","P0041933","9/21/2019","10/8/2019","76"
"C00012","I003542","V00439","P0041934","9/21/2019","10/7/2019","158"
"C00029","I003621","V00433","P0041935","9/21/2019","10/15/2019","76"
"C00012","I003578","V00432","P0041936","9/21/2019","10/6/2019","124"
"C00030","I003475","V00437","P0041937","9/21/2019","10/11/2019","186"
"C00029","I003547","V00437","P0041938","9/21/2019","10/10/2019","85"
"C00015","I003523","V00436","P0041939","9/21/2019","10/2/2019","161"
"C00014","I003520","V00442","P0041940","9/21/2019","10/6/2019","84"
"C00015","I003540","V00433","P0041941","9/21/2019","10/1/2019","84"
"C00020","I003505","V00437","P0041942","9/21/2019","10/5/2019","101"
"C00029","I003535","V00435","P0041943","9/21/2019","10/8/2019","198"
"C00011","I003585","V00437","P0041944","9/21/2019","10/9/2019","100"
"C00021","I003549","V00439","P0041945","9/22/2019","10/10/2019","96"
"C00021","I003529","V00436","P0041946","9/22/2019","10/6/2019","144"
"C00017","I003486","V00432","P0041947","9/22/2019","10/11/2019","195"
"C00012","I003611","V00436","P0041948","9/22/2019","10/7/2019","154"
"C00013","I003575","V00437","P0041949","9/22/2019","10/15/2019","163"
"C00023","I003588","V00438","P0041950","9/22/2019","10/11/2019","151"
"C00030","I003583","V00434","P0041951","9/22/2019","10/11/2019","75"
"C00029","I003547","V00433","P0041952","9/22/2019","10/10/2019","144"
"C00019","I003508","V00441","P0041953","9/22/2019","10/16/2019","117"
"C00022","I003627","V00436","P0041954","9/22/2019","10/15/2019","168"
"C00031","I003505","V00441","P0041955","9/22/2019","10/6/2019","178"
"C00015","I003608","V00442","P0041956","9/23/2019","10/10/2019","51"
"C00024","I003468","V00435","P0041957","9/23/2019","10/18/2019","126"
"C00012","I003623","V00442","P0041958","9/23/2019","10/15/2019","52"
"C00019","I003501","V00433","P0041959","9/23/2019","10/10/2019","148"
"C00019","I003488","V00432","P0041960","9/23/2019","10/8/2019","174"
"C00027","I003598","V00436","P0041961","9/23/2019","10/8/2019","66"
"C00016","I003570","V00440","P0041962","9/23/2019","10/4/2019","81"
"C00012","I003545","V00435","P0041963","9/23/2019","10/8/2019","168"
"C00013","I003480","V00441","P0041964","9/23/2019","10/6/2019","186"
"C00013","I003523","V00438","P0041965","9/23/2019","10/4/2019","153"
"C00014","I003543","V00433","P0041966","9/23/2019","10/3/2019","134"
"C00017","I003614","V00441","P0041967","9/23/2019","10/7/2019","174"
"C00012","I003516","V00437","P0041968","9/23/2019","10/10/2019","97"
"C00021","I003474","V00439","P0041969","9/23/2019","10/6/2019","96"
"C00029","I003578","V00442","P0041970","9/23/2019","10/4/2019","101"
"C00012","I003498","V00435","P0041971","9/24/2019","10/5/2019","60"
"C00028","I003547","V00432","P0041972","9/24/2019","10/6/2019","82"
"C00019","I003616","V00439","P0041973","9/24/2019","10/11/2019","167"
"C00023","I003593","V00434","P0041974","9/24/2019","10/17/2019","179"
"C00024","I003620","V00432","P0041975","9/24/2019","10/18/2019","83"
"C00022","I003469","V00438","P0041976","9/24/2019","10/19/2019","146"
"C00012","I003595","V00440","P0041977","9/24/2019","10/16/2019","178"
"C00014","I003486","V00440","P0041978","9/24/2019","10/6/2019","92"
"C00020","I003556","V00436","P0041979","9/24/2019","10/8/2019","98"
"C00014","I003508","V00432","P0041980","9/24/2019","10/17/2019","151"
"C00031","I003597","V00437","P0041981","9/24/2019","10/17/2019","192"
"C00028","I003472","V00435","P0041982","9/24/2019","10/16/2019","113"
"C00030","I003475","V00438","P0041983","9/24/2019","10/4/2019","59"
"C00024","I003566","V00439","P0041984","9/24/2019","10/17/2019","65"
"C00030","I003586","V00435","P0041985","9/24/2019","10/19/2019","51"
"C00018","I003562","V00436","P0041986","9/24/2019","10/7/2019","189"
"C00026","I003508","V00438","P0041987","9/24/2019","10/10/2019","170"
"C00020","I003515","V00439","P0041988","9/25/2019","10/18/2019","120"
"C00027","I003490","V00434","P0041989","9/25/2019","10/5/2019","132"
"C00026","I003552","V00438","P0041990","9/25/2019","10/9/2019","130"
"C00016","I003580","V00432","P0041991","9/25/2019","10/13/2019","86"
"C00022","I003627","V00440","P0041992","9/25/2019","10/7/2019","135"
"C00019","I003508","V00440","P0041993","9/25/2019","10/6/2019","170"
"C00022","I003506","V00433","P0041994","9/25/2019","10/19/2019","123"
"C00024","I003603","V00440","P0041995","9/25/2019","10/15/2019","65"
"C00020","I003505","V00433","P0041996","9/25/2019","10/9/2019","135"
"C00019","I003546","V00437","P0041997","9/25/2019","10/17/2019","175"
"C00013","I003502","V00436","P0041998","9/25/2019","10/10/2019","181"
"C00026","I003514","V00435","P0041999","9/25/2019","10/15/2019","139"
"C00014","I003579","V00435","P0042000","9/26/2019","10/20/2019","91"
"C00026","I003608","V00437","P0042001","9/26/2019","10/14/2019","52"
"C00014","I003582","V00442","P0042002","9/26/2019","10/21/2019","91"
"C00020","I003545","V00439","P0042003","9/26/2019","10/18/2019","109"
"C00030","I003519","V00434","P0042004","9/26/2019","10/10/2019","86"
"C00021","I003511","V00441","P0042005","9/26/2019","10/6/2019","127"
"C00018","I003570","V00437","P0042006","9/26/2019","10/11/2019","63"
"C00031","I003619","V00441","P0042007","9/26/2019","10/11/2019","176"
"C00011","I003491","V00435","P0042008","9/26/2019","10/16/2019","62"
"C00026","I003569","V00438","P0042009","9/27/2019","10/9/2019","198"
"C00014","I003622","V00440","P0042010","9/27/2019","10/17/2019","119"
"C00020","I003507","V00436","P0042011","9/27/2019","10/15/2019","120"
"C00030","I003534","V00442","P0042012","9/27/2019","10/7/2019","86"
"C00018","I003492","V00439","P0042013","9/27/2019","10/12/2019","98"
"C00031","I003586","V00442","P0042014","9/27/2019","10/13/2019","63"
"C00015","I003510","V00433","P0042015","9/27/2019","10/18/2019","59"
"C00031","I003482","V00441","P0042016","9/27/2019","10/17/2019","127"
"C00027","I003583","V00433","P0042017","9/27/2019","10/19/2019","196"
"C00016","I003601","V00442","P0042018","9/27/2019","10/19/2019","96"
"C00011","I003524","V00440","P0042019","9/27/2019","10/19/2019","174"
"C00023","I003564","V00437","P0042020","9/27/2019","10/13/2019","184"
"C00019","I003514","V00442","P0042021","9/27/2019","10/10/2019","105"
"C00013","I003530","V00442","P0042022","9/27/2019","10/14/2019","93"
"C00012","I003568","V00433","P0042023","9/28/2019","10/12/2019","71"
"C00031","I003592","V00434","P0042024","9/28/2019","10/20/2019","95"
"C00027","I003468","V00432","P0042025","9/28/2019","10/10/2019","150"
"C00013","I003536","V00441","P0042026","9/28/2019","10/15/2019","194"
"C00028","I003504","V00440","P0042027","9/28/2019","10/8/2019","195"
"C00011","I003499","V00433","P0042028","9/28/2019","10/15/2019","154"
"C00013","I003487","V00440","P0042029","9/28/2019","10/12/2019","145"
"C00029","I003555","V00439","P0042030","9/28/2019","10/9/2019","121"
"C00027","I003562","V00436","P0042031","9/28/2019","10/14/2019","146"
"C00030","I003488","V00432","P0042032","9/28/2019","10/23/2019","122"
"C00026","I003610","V00437","P0042033","9/29/2019","10/18/2019","200"
"C00024","I003485","V00433","P0042034","9/29/2019","10/20/2019","188"
"C00022","I003571","V00438","P0042035","9/29/2019","10/15/2019","62"
"C00029","I003542","V00442","P0042036","9/29/2019","10/24/2019","187"
"C00022","I003475","V00441","P0042037","9/29/2019","10/24/2019","135"
"C00011","I003533","V00439","P0042038","9/29/2019","10/24/2019","69"
"C00014","I003600","V00434","P0042039","9/29/2019","10/20/2019","132"
"C00011","I003605","V00441","P0042040","9/29/2019","10/18/2019","194"
"C00032","I003617","V00442","P0042041","9/29/2019","10/21/2019","126"
"C00024","I003526","V00432","P0042042","9/29/2019","10/18/2019","136"
"C00029","I003620","V00442","P0042043","9/29/2019","10/14/2019","193"
"C00029","I003602","V00435","P0042044","9/29/2019","10/14/2019","168"
"C00011","I003555","V00442","P0042045","9/29/2019","10/20/2019","133"
"C00011","I003623","V00442","P0042046","9/29/2019","10/19/2019","111"
"C00027","I003548","V00442","P0042047","9/30/2019","10/17/2019","107"
"C00022","I003488","V00442","P0042048","9/30/2019","10/22/2019","160"
"C00031","I003507","V00435","P0042049","9/30/2019","10/25/2019","176"
"C00018","I003462","V00434","P0042050","9/30/2019","10/25/2019","104"
"C00028","I003463","V00435","P0042051","9/30/2019","10/12/2019","92"
"C00030","I003569","V00436","P0042052","9/30/2019","10/16/2019","65"
"C00026","I003512","V00440","P0042053","9/30/2019","10/17/2019","140"
"C00015","I003469","V00435","P0042054","9/30/2019","10/10/2019","197"
"C00016","I003556","V00441","P0042055","9/30/2019","10/22/2019","67"
"C00021","I003484","V00440","P0042056","9/30/2019","10/20/2019","130"
"C00028","I003583","V00439","P0042057","10/1/2019","10/12/2019","73"
"C00023","I003627","V00436","P0042058","10/1/2019","10/18/2019","104"
"C00021","I003501","V00441","P0042059","10/1/2019","10/24/2019","173"
"C00019","I003588","V00442","P0042060","10/1/2019","10/18/2019","191"
"C00027","I003475","V00433","P0042061","10/1/2019","10/17/2019","169"
"C00023","I003529","V00440","P0042062","10/1/2019","10/14/2019","102"
"C00021","I003562","V00434","P0042063","10/1/2019","10/21/2019","139"
"C00019","I003553","V00434","P0042064","10/1/2019","10/11/2019","177"
"C00015","I003478","V00442","P0042065","10/1/2019","10/16/2019","200"
"C00014","I003571","V00435","P0042066","10/1/2019","10/25/2019","176"
"C00027","I003503","V00438","P0042067","10/1/2019","10/21/2019","114"
"C00019","I003613","V00434","P0042068","10/1/2019","10/16/2019","186"
"C00024","I003514","V00438","P0042069","10/1/2019","10/25/2019","191"
"C00012","I003578","V00440","P0042070","10/1/2019","10/25/2019","88"
"C00032","I003504","V00434","P0042071","10/2/2019","10/18/2019","84"
"C00027","I003580","V00442","P0042072","10/2/2019","10/22/2019","150"
"C00025","I003542","V00434","P0042073","10/2/2019","10/27/2019","147"
"C00027","I003608","V00441","P0042074","10/2/2019","10/12/2019","176"
"C00029","I003586","V00438","P0042075","10/2/2019","10/23/2019","198"
"C00021","I003465","V00432","P0042076","10/2/2019","10/23/2019","156"
"C00026","I003467","V00440","P0042077","10/2/2019","10/18/2019","139"
"C00023","I003495","V00438","P0042078","10/2/2019","10/26/2019","114"
"C00016","I003477","V00441","P0042079","10/2/2019","10/15/2019","110"
"C00021","I003619","V00432","P0042080","10/2/2019","10/23/2019","61"
"C00014","I003552","V00435","P0042081","10/2/2019","10/13/2019","188"
"C00031","I003600","V00437","P0042082","10/2/2019","10/14/2019","117"
"C00012","I003549","V00439","P0042083","10/2/2019","10/21/2019","171"
"C00028","I003583","V00435","P0042084","10/2/2019","10/22/2019","170"
"C00028","I003619","V00433","P0042085","10/2/2019","10/15/2019","195"
"C00011","I003465","V00441","P0042086","10/2/2019","10/19/2019","62"
"C00027","I003560","V00439","P0042087","10/3/2019","10/23/2019","74"
"C00011","I003523","V00432","P0042088","10/3/2019","10/24/2019","135"
"C00032","I003483","V00434","P0042089","10/3/2019","10/19/2019","61"
"C00021","I003488","V00433","P0042090","10/3/2019","10/22/2019","60"
"C00032","I003519","V00440","P0042091","10/3/2019","10/23/2019","188"
"C00021","I003586","V00438","P0042092","10/3/2019","10/13/2019","195"
"C00025","I003552","V00434","P0042093","10/3/2019","10/16/2019","171"
"C00029","I003508","V00439","P0042094","10/3/2019","10/23/2019","93"
"C00023","I003487","V00436","P0042095","10/3/2019","10/18/2019","187"
"C00026","I003576","V00438","P0042096","10/3/2019","10/26/2019","189"
"C00030","I003618","V00432","P0042097","10/3/2019","10/22/2019","126"
"C00026","I003546","V00433","P0042098","10/3/2019","10/23/2019","178"
"C00021","I003524","V00436","P0042099","10/3/2019","10/22/2019","198"
"C00017","I003552","V00437","P0042100","10/3/2019","10/26/2019","86"
"C00012","I003482","V00442","P0042101","10/3/2019","10/18/2019","163"
"C00016","I003583","V00438","P0042102","10/3/2019","10/16/2019","71"
"C00027","I003525","V00436","P0042103","10/3/2019","10/14/2019","74"
"C00016","I003556","V00433","P0042104","10/3/2019","10/14/2019","190"
"C00024","I003600","V00438","P0042105","10/4/2019","10/18/2019","158"
"C00013","I003520","V00433","P0042106","10/4/2019","10/22/2019","141"
"C00021","I003504","V00436","P0042107","10/4/2019","10/23/2019","57"
"C00015","I003607","V00441","P0042108","10/4/2019","10/24/2019","77"
"C00013","I003522","V00434","P0042109","10/4/2019","10/28/2019","174"
"C00021","I003532","V00437","P0042110","10/4/2019","10/22/2019","187"
"C00014","I003533","V00438","P0042111","10/4/2019","10/19/2019","166"
"C00024","I003513","V00441","P0042112","10/4/2019","10/24/2019","177"
"C00030","I003477","V00436","P0042113","10/4/2019","10/23/2019","197"
"C00023","I003597","V00441","P0042114","10/4/2019","10/26/2019","144"
"C00029","I003516","V00438","P0042115","10/4/2019","10/21/2019","95"
"C00017","I003570","V00432","P0042116","10/4/2019","10/24/2019","104"
"C00032","I003571","V00440","P0042117","10/4/2019","10/20/2019","64"
"C00028","I003615","V00436","P0042118","10/5/2019","10/26/2019","170"
"C00020","I003521","V00434","P0042119","10/5/2019","10/25/2019","186"
"C00032","I003548","V00441","P0042120","10/5/2019","10/24/2019","103"
"C00021","I003552","V00441","P0042121","10/5/2019","10/29/2019","73"
"C00018","I003497","V00440","P0042122","10/5/2019","10/24/2019","89"
"C00025","I003607","V00442","P0042123","10/5/2019","10/28/2019","63"
"C00030","I003586","V00433","P0042124","10/5/2019","10/30/2019","86"
"C00028","I003598","V00434","P0042125","10/5/2019","10/28/2019","92"
"C00025","I003564","V00435","P0042126","10/5/2019","10/26/2019","112"
"C00021","I003618","V00432","P0042127","10/5/2019","10/29/2019","100"
"C00019","I003552","V00434","P0042128","10/5/2019","10/22/2019","147"
"C00029","I003613","V00435","P0042129","10/5/2019","10/19/2019","109"
"C00025","I003500","V00436","P0042130","10/5/2019","10/18/2019","172"
"C00030","I003617","V00442","P0042131","10/5/2019","10/17/2019","161"
"C00013","I003560","V00433","P0042132","10/5/2019","10/21/2019","148"
"C00014","I003541","V00433","P0042133","10/6/2019","10/31/2019","110"
"C00016","I003479","V00433","P0042134","10/6/2019","10/23/2019","84"
"C00013","I003472","V00433","P0042135","10/6/2019","10/27/2019","108"
"C00031","I003581","V00441","P0042136","10/6/2019","10/19/2019","126"
"C00015","I003617","V00440","P0042137","10/6/2019","10/28/2019","107"
"C00029","I003583","V00435","P0042138","10/6/2019","10/27/2019","128"
"C00028","I003533","V00434","P0042139","10/6/2019","10/26/2019","179"
"C00018","I003598","V00442","P0042140","10/6/2019","10/29/2019","148"
"C00019","I003481","V00437","P0042141","10/6/2019","10/30/2019","71"
"C00027","I003556","V00440","P0042142","10/6/2019","10/21/2019","83"
"C00016","I003602","V00442","P0042143","10/6/2019","10/29/2019","116"
"C00020","I003623","V00441","P0042144","10/6/2019","10/31/2019","86"
"C00018","I003625","V00436","P0042145","10/6/2019","10/25/2019","70"
"C00025","I003491","V00436","P0042146","10/6/2019","10/24/2019","161"
"C00029","I003534","V00437","P0042147","10/6/2019","10/24/2019","188"
"C00029","I003528","V00433","P0042148","10/7/2019","10/17/2019","183"
"C00027","I003495","V00442","P0042149","10/7/2019","10/31/2019","79"
"C00028","I003536","V00439","P0042150","10/7/2019","10/30/2019","58"
"C00032","I003505","V00438","P0042151","10/7/2019","10/28/2019","102"
"C00021","I003554","V00434","P0042152","10/7/2019","10/28/2019","184"
"C00017","I003518","V00432","P0042153","10/7/2019","10/20/2019","100"
"C00023","I003603","V00440","P0042154","10/7/2019","10/26/2019","57"
"C00017","I003514","V00438","P0042155","10/7/2019","10/31/2019","190"
"C00019","I003544","V00442","P0042156","10/7/2019","10/24/2019","67"
"C00029","I003602","V00439","P0042157","10/7/2019","10/29/2019","84"
"C00027","I003505","V00438","P0042158","10/7/2019","10/30/2019","191"
"C00026","I003491","V00432","P0042159","10/7/2019","10/27/2019","160"
"C00024","I003474","V00438","P0042160","10/7/2019","10/22/2019","106"
"C00031","I003520","V00436","P0042161","10/8/2019","10/21/2019","52"
"C00013","I003485","V00436","P0042162","10/8/2019","10/26/2019","141"
"C00030","I003511","V00440","P0042163","10/8/2019","10/20/2019","93"
"C00024","I003495","V00438","P0042164","10/8/2019","10/30/2019","62"
"C00022","I003564","V00433","P0042165","10/8/2019","10/18/2019","125"
"C00031","I003494","V00442","P0042166","10/8/2019","10/18/2019","138"
"C00013","I003602","V00433","P0042167","10/8/2019","10/24/2019","126"
"C00029","I003609","V00436","P0042168","10/8/2019","10/24/2019","53"
"C00021","I003521","V00434","P0042169","10/8/2019","11/1/2019","123"
"C00021","I003502","V00438","P0042170","10/8/2019","10/22/2019","64"
"C00015","I003523","V00436","P0042171","10/9/2019","10/19/2019","50"
"C00024","I003538","V00434","P0042172","10/9/2019","10/23/2019","140"
"C00028","I003494","V00438","P0042173","10/9/2019","10/28/2019","137"
"C00022","I003605","V00439","P0042174","10/9/2019","10/24/2019","111"
"C00011","I003481","V00437","P0042175","10/9/2019","10/25/2019","195"
"C00016","I003625","V00433","P0042176","10/9/2019","10/28/2019","76"
"C00011","I003580","V00439","P0042177","10/9/2019","10/29/2019","94"
"C00026","I003473","V00434","P0042178","10/9/2019","10/30/2019","176"
"C00020","I003559","V00436","P0042179","10/10/2019","10/28/2019","152"
"C00019","I003619","V00439","P0042180","10/10/2019","10/28/2019","143"
"C00011","I003592","V00441","P0042181","10/10/2019","11/1/2019","148"
"C00028","I003598","V00435","P0042182","10/10/2019","11/3/2019","192"
"C00018","I003526","V00435","P0042183","10/10/2019","10/31/2019","174"
"C00026","I003485","V00438","P0042184","10/10/2019","10/23/2019","55"
"C00028","I003611","V00440","P0042185","10/10/2019","10/20/2019","133"
"C00024","I003620","V00439","P0042186","10/10/2019","11/3/2019","129"
"C00020","I003564","V00433","P0042187","10/10/2019","10/29/2019","138"
"C00014","I003526","V00436","P0042188","10/10/2019","10/28/2019","130"
"C00016","I003613","V00432","P0042189","10/10/2019","10/27/2019","84"
"C00031","I003480","V00440","P0042190","10/10/2019","10/21/2019","146"
"C00015","I003547","V00442","P0042191","10/10/2019","11/2/2019","191"
"C00015","I003551","V00442","P0042192","10/10/2019","10/27/2019","160"
"C00020","I003490","V00442","P0042193","10/10/2019","10/22/2019","60"
"C00012","I003590","V00432","P0042194","10/11/2019","11/4/2019","117"
"C00019","I003520","V00435","P0042195","10/11/2019","11/4/2019","72"
"C00021","I003548","V00440","P0042196","10/11/2019","10/25/2019","116"
"C00011","I003608","V00439","P0042197","10/11/2019","10/22/2019","185"
"C00031","I003486","V00439","P0042198","10/11/2019","11/5/2019","149"
"C00029","I003586","V00434","P0042199","10/11/2019","11/4/2019","55"
"C00030","I003552","V00438","P0042200","10/11/2019","10/24/2019","161"
"C00019","I003530","V00441","P0042201","10/11/2019","11/4/2019","125"
"C00012","I003480","V00435","P0042202","10/11/2019","10/23/2019","189"
"C00021","I003588","V00442","P0042203","10/11/2019","10/25/2019","62"
"C00024","I003621","V00433","P0042204","10/11/2019","11/4/2019","177"
"C00025","I003486","V00437","P0042205","10/11/2019","10/28/2019","161"
"C00028","I003512","V00436","P0042206","10/11/2019","10/28/2019","168"
"C00014","I003596","V00435","P0042207","10/12/2019","10/30/2019","140"
"C00013","I003602","V00432","P0042208","10/12/2019","10/27/2019","144"
"C00028","I003572","V00440","P0042209","10/12/2019","11/5/2019","178"
"C00012","I003476","V00433","P0042210","10/12/2019","11/3/2019","165"
"C00017","I003479","V00432","P0042211","10/12/2019","11/5/2019","86"
"C00015","I003577","V00438","P0042212","10/12/2019","11/3/2019","145"
"C00030","I003463","V00433","P0042213","10/12/2019","11/4/2019","129"
"C00026","I003560","V00438","P0042214","10/12/2019","10/26/2019","126"
"C00011","I003543","V00435","P0042215","10/12/2019","10/28/2019","147"
"C00018","I003584","V00438","P0042216","10/12/2019","10/29/2019","170"
"C00027","I003617","V00432","P0042217","10/12/2019","10/24/2019","116"
"C00019","I003482","V00432","P0042218","10/12/2019","10/22/2019","95"
"C00026","I003491","V00437","P0042219","10/12/2019","10/24/2019","155"
"C00020","I003535","V00439","P0042220","10/12/2019","10/24/2019","176"
"C00012","I003484","V00432","P0042221","10/12/2019","10/26/2019","99"
"C00027","I003549","V00439","P0042222","10/12/2019","10/24/2019","51"
"C00011","I003600","V00439","P0042223","10/13/2019","10/29/2019","183"
"C00026","I003514","V00438","P0042224","10/13/2019","10/29/2019","110"
"C00023","I003610","V00441","P0042225","10/13/2019","10/26/2019","80"
"C00023","I003469","V00434","P0042226","10/13/2019","11/5/2019","170"
"C00015","I003502","V00437","P0042227","10/13/2019","11/2/2019","147"
"C00019","I003625","V00440","P0042228","10/13/2019","10/31/2019","160"
"C00018","I003484","V00437","P0042229","10/13/2019","10/29/2019","141"
"C00025","I003497","V00434","P0042230","10/13/2019","11/7/2019","75"
"C00011","I003529","V00440","P0042231","10/13/2019","10/23/2019","178"
"C00015","I003590","V00440","P0042232","10/14/2019","10/29/2019","57"
"C00025","I003543","V00434","P0042233","10/14/2019","10/24/2019","117"
"C00020","I003584","V00433","P0042234","10/14/2019","10/31/2019","167"
"C00022","I003625","V00438","P0042235","10/14/2019","10/25/2019","155"
"C00012","I003523","V00437","P0042236","10/14/2019","10/24/2019","196"
"C00011","I003615","V00432","P0042237","10/14/2019","10/25/2019","79"
"C00014","I003594","V00432","P0042238","10/14/2019","10/31/2019","129"
